Type,Days for shipment (scheduled),Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Item Discount Rate,Order Item Quantity,Sales,Order Region,Order State,Product Name,Shipping Mode,Day of Week,Month,Year,Week of Year
TRANSFER,4,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Villa Nueva,Guatemala,0.01,5,499.9500122,Central America,Guatemala,Nike Men's Free 5.0+ Running Shoe,Standard Class,0,2,2015,6
TRANSFER,4,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Quito,Ecuador,0.029999999,5,499.9500122,South America,Pichincha,Nike Men's Free 5.0+ Running Shoe,Standard Class,0,2,2017,7
TRANSFER,4,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Managua,Nicaragua,0.039999999,5,499.9500122,Central America,Managua,Nike Men's Free 5.0+ Running Shoe,Standard Class,5,5,2017,21
TRANSFER,4,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Valle de La Pascua,Venezuela,0.039999999,5,499.9500122,South America,Guárico,Nike Men's Free 5.0+ Running Shoe,Standard Class,6,3,2017,11
TRANSFER,4,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,San Miguelito,Panamá,0.050000001,5,499.9500122,Central America,Panamá,Nike Men's Free 5.0+ Running Shoe,Standard Class,3,5,2015,19
TRANSFER,4,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,San Miguelito,Panamá,0.050000001,5,499.9500122,Central America,Panamá,Nike Men's Free 5.0+ Running Shoe,Standard Class,0,4,2015,18
TRANSFER,4,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Petapa,Guatemala,0.100000001,5,499.9500122,Central America,Guatemala,Nike Men's Free 5.0+ Running Shoe,Standard Class,4,4,2017,15
TRANSFER,4,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Cotia,Brasil,0.100000001,5,499.9500122,South America,São Paulo,Nike Men's Free 5.0+ Running Shoe,Standard Class,3,5,2015,19
TRANSFER,4,Boxing & MMA,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Itapecuru Mirim,Brasil,0.25,5,449.9500122,South America,Marañón,Brooks Women's Ghost 6 Running Shoe,Standard Class,0,6,2017,24
TRANSFER,4,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,León,Nicaragua,0.0,5,299.9500122,Central America,León,Perfect Fitness Perfect Rip Deck,Standard Class,6,3,2017,12
TRANSFER,4,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Tlalpan,México,0.01,5,299.9500122,Central America,Distrito Federal,Perfect Fitness Perfect Rip Deck,Standard Class,4,2,2017,7
TRANSFER,4,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Apopa,El Salvador,0.01,5,299.9500122,Central America,San Salvador,Perfect Fitness Perfect Rip Deck,Standard Class,2,1,2017,4
TRANSFER,4,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Cipolletti,Argentina,0.02,5,299.9500122,South America,Río Negro,Perfect Fitness Perfect Rip Deck,Standard Class,0,2,2017,6
TRANSFER,4,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Mejicanos,El Salvador,0.029999999,5,299.9500122,Central America,San Salvador,Perfect Fitness Perfect Rip Deck,Standard Class,0,5,2017,21
TRANSFER,4,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,La Ceiba,Honduras,0.039999999,5,299.9500122,Central America,Atlántida,Perfect Fitness Perfect Rip Deck,Standard Class,1,2,2017,8
TRANSFER,4,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Córdoba,México,0.059999999,5,299.9500122,Central America,Veracruz,Perfect Fitness Perfect Rip Deck,Standard Class,1,1,2015,2
DEBIT,2,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,Africa,Kuito,Angola,0.129999995,1,99.98999786,Central Africa,Bié,Nike Men's Free 5.0+ Running Shoe,Second Class,6,1,2017,2
DEBIT,2,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,Africa,Jartum,Sudán,0.02,1,129.9900055,North Africa,Jartum,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,4,10,2016,43
DEBIT,2,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,Africa,Hargeysa,Somalia,0.090000004,1,129.9900055,East Africa,Gobolka Woqooyi Galbeed,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,0,9,2016,38
DEBIT,2,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,Africa,Kenitra,Marruecos,0.100000001,1,129.9900055,North Africa,Garb-Chrarda-Beni Hsen,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,3,8,2016,34
DEBIT,2,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,Africa,Jartum,Sudán,0.180000007,1,59.99000168,North Africa,Jartum,Perfect Fitness Perfect Rip Deck,Second Class,4,10,2016,43
DEBIT,2,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,Africa,Abidjan,Costa de Marfil,0.200000003,1,129.9900055,West Africa,Lagunes,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,4,10,2016,40
DEBIT,2,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Africa,Abu Kabir,Egipto,0.01,1,299.980011,North Africa,Ash Sharqiyah,Diamondback Women's Serene Classic Comfort Bi,Second Class,3,11,2016,44
DEBIT,2,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Africa,Kenitra,Marruecos,0.02,1,299.980011,North Africa,Garb-Chrarda-Beni Hsen,Diamondback Women's Serene Classic Comfort Bi,Second Class,3,8,2016,34
DEBIT,2,Consumer Electronics,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Perugia,Italia,0.0,1,252.8800049,Southern Europe,Umbría,Industrial consumer electronics,Second Class,4,11,2017,44
DEBIT,2,Cameras ,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Nuremberg,Alemania,0.01,1,452.0400085,Western Europe,Bavaria,Web Camera,Second Class,5,10,2017,41
DEBIT,2,Consumer Electronics,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Reims,Francia,0.01,1,252.8800049,Western Europe,Alsacia-Champaña-Ardenas-Lorena,Industrial consumer electronics,Second Class,5,11,2017,44
DEBIT,2,Cameras ,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Halle,Alemania,0.02,1,452.0400085,Western Europe,Sajonia-Anhalt,Web Camera,Second Class,0,10,2017,42
DEBIT,2,Consumer Electronics,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Bremerhaven,Alemania,0.029999999,1,252.8800049,Western Europe,Bremen,Industrial consumer electronics,Second Class,4,11,2017,44
DEBIT,2,Cameras ,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Portici,Italia,0.039999999,1,452.0400085,Southern Europe,Campania,Web Camera,Second Class,4,10,2017,41
DEBIT,2,Consumer Electronics,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Bielefeld,Alemania,0.050000001,1,252.8800049,Western Europe,Renania del Norte-Westfalia,Industrial consumer electronics,Second Class,3,11,2017,44
DEBIT,2,Computers,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,London,Reino Unido,0.059999999,1,1500.0,Northern Europe,Inglaterra,Dell Laptop,Second Class,6,10,2017,43
DEBIT,2,Cameras ,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Drancy,Francia,0.059999999,1,452.0400085,Western Europe,Isla de Francia,Web Camera,Second Class,4,10,2017,41
DEBIT,2,Cameras ,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Duisburg,Alemania,0.059999999,1,452.0400085,Western Europe,Renania del Norte-Westfalia,Web Camera,Second Class,2,10,2017,41
DEBIT,2,Computers,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Bradford,Reino Unido,0.07,1,1500.0,Northern Europe,Inglaterra,Dell Laptop,Second Class,0,10,2017,44
DEBIT,2,Cameras ,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Agrigento,Italia,0.07,1,452.0400085,Southern Europe,Sicilia,Web Camera,Second Class,4,10,2017,41
DEBIT,2,Consumer Electronics,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Oldham,Reino Unido,0.090000004,1,252.8800049,Northern Europe,Inglaterra,Industrial consumer electronics,Second Class,4,11,2017,44
DEBIT,2,Cameras ,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Palermo,Italia,0.090000004,1,452.0400085,Southern Europe,Sicilia,Web Camera,Second Class,1,10,2017,41
DEBIT,2,Consumer Electronics,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Madrid,España,0.090000004,1,252.8800049,Southern Europe,Madrid,Industrial consumer electronics,Second Class,5,11,2017,44
DEBIT,2,Computers,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Nancy,Francia,0.090000004,1,1500.0,Western Europe,Alsacia-Champaña-Ardenas-Lorena,Dell Laptop,Second Class,3,10,2017,43
DEBIT,2,Cameras ,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Girona,España,0.100000001,1,452.0400085,Southern Europe,Cataluña,Web Camera,Second Class,4,10,2017,41
DEBIT,2,Consumer Electronics,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Laon,Francia,0.100000001,1,252.8800049,Western Europe,Norte-Paso de Calais-Picardía,Industrial consumer electronics,Second Class,2,11,2017,44
DEBIT,2,Cameras ,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Hartlepool,Reino Unido,0.150000006,1,452.0400085,Northern Europe,Inglaterra,Web Camera,Second Class,1,10,2017,42
DEBIT,2,Consumer Electronics,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Pontault-Combault,Francia,0.150000006,1,252.8800049,Western Europe,Isla de Francia,Industrial consumer electronics,Second Class,2,11,2017,44
DEBIT,2,Cameras ,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,La Rochelle,Francia,0.159999996,1,452.0400085,Western Europe,Aquitania-Lemosín-Poitou-Charentes,Web Camera,Second Class,4,10,2017,41
DEBIT,2,Consumer Electronics,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Edinburgh,Reino Unido,0.170000002,1,252.8800049,Northern Europe,Escocia,Industrial consumer electronics,Second Class,2,11,2017,44
DEBIT,2,Consumer Electronics,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Acerra,Italia,0.170000002,1,252.8800049,Southern Europe,Campania,Industrial consumer electronics,Second Class,2,11,2017,44
DEBIT,2,Consumer Electronics,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Hanover,Alemania,0.170000002,1,252.8800049,Western Europe,Baja Sajonia,Industrial consumer electronics,Second Class,3,11,2017,44
DEBIT,2,Cameras ,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Manchester,Reino Unido,0.180000007,1,452.0400085,Northern Europe,Inglaterra,Web Camera,Second Class,4,10,2017,41
DEBIT,2,Cameras ,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Messina,Italia,0.180000007,1,452.0400085,Southern Europe,Sicilia,Web Camera,Second Class,2,10,2017,41
DEBIT,2,Consumer Electronics,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Wilhelmshaven,Alemania,0.180000007,1,252.8800049,Western Europe,Baja Sajonia,Industrial consumer electronics,Second Class,4,11,2017,44
DEBIT,2,Computers,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Letchworth,Reino Unido,0.200000003,1,1500.0,Northern Europe,Inglaterra,Dell Laptop,Second Class,3,10,2017,43
DEBIT,2,Cameras ,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Kilwinning,Reino Unido,0.25,1,452.0400085,Northern Europe,Escocia,Web Camera,Second Class,2,10,2017,41
DEBIT,2,Basketball,Caguas,Puerto Rico,Consumer,PR,Fitness,Europe,Villeneuve-le-Roi,Francia,0.01,1,999.9899902,Western Europe,Isla de Francia,SOLE E25 Elliptical,Second Class,0,10,2017,40
DEBIT,2,Soccer,Caguas,Puerto Rico,Consumer,PR,Fitness,Europe,Barakaldo,España,0.02,1,79.98999786,Southern Europe,País Vasco,Elevation Training Mask 2.0,Second Class,4,9,2017,36
DEBIT,2,Baseball & Softball,Caguas,Puerto Rico,Consumer,PR,Fitness,Europe,Estocolmo,Suecia,0.129999995,1,59.99000168,Northern Europe,Estocolmo,adidas Men's F10 Messi TRX FG Soccer Cleat,Second Class,3,9,2015,38
DEBIT,2,Electronics,Caguas,Puerto Rico,Consumer,PR,Footwear,Europe,Aylesbury,Reino Unido,0.039999999,1,44.99000168,Northern Europe,Inglaterra,Under Armour Men's Compression EV SL Slide,Second Class,4,10,2015,40
DEBIT,2,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,Europe,Langenhagen,Alemania,0.039999999,1,99.98999786,Western Europe,Baja Sajonia,Nike Men's Free 5.0+ Running Shoe,Second Class,1,8,2017,32
DEBIT,2,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,Europe,Birmingham,Reino Unido,0.050000001,1,99.98999786,Northern Europe,Inglaterra,Nike Men's Free 5.0+ Running Shoe,Second Class,0,8,2015,34
DEBIT,2,Electronics,Caguas,Puerto Rico,Consumer,PR,Footwear,Europe,Amsterdam,Países Bajos,0.07,1,44.99000168,Western Europe,Holanda Septentrional,Under Armour Men's Compression EV SL Slide,Second Class,2,9,2015,39
DEBIT,2,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,Europe,Viena,Austria,0.100000001,1,99.98999786,Western Europe,Viena,Nike Men's Free 5.0+ Running Shoe,Second Class,4,10,2015,43
DEBIT,2,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,Europe,Viena,Austria,0.119999997,1,99.98999786,Western Europe,Viena,Nike Men's Free 5.0+ Running Shoe,Second Class,5,7,2015,28
TRANSFER,4,Electronics,Freeport,EE. UU.,Consumer,NY,Footwear,USCA,Houston,Estados Unidos,0.050000001,3,134.9700012,US Center ,Texas,Under Armour Men's Compression EV SL Slide,Standard Class,6,5,2016,18
TRANSFER,4,Cardio Equipment,Fort Washington,EE. UU.,Consumer,MD,Footwear,USCA,Gilbert,Estados Unidos,0.07,3,299.9700012,West of USA ,Arizona,Nike Men's Free 5.0+ Running Shoe,Standard Class,5,4,2016,13
TRANSFER,4,Cardio Equipment,Bakersfield,EE. UU.,Consumer,CA,Footwear,USCA,San Jose,Estados Unidos,0.090000004,3,299.9700012,West of USA ,California,Nike Men's Free 5.0+ Running Shoe,Standard Class,6,8,2016,32
TRANSFER,4,Cardio Equipment,Fort Washington,EE. UU.,Consumer,MD,Footwear,USCA,Gilbert,Estados Unidos,0.090000004,3,299.9700012,West of USA ,Arizona,Nike Men's Free 5.0+ Running Shoe,Standard Class,5,4,2016,13
TRANSFER,4,Cleats,Corona,EE. UU.,Consumer,NY,Apparel,USCA,Fresno,Estados Unidos,0.050000001,3,179.9700012,West of USA ,California,Perfect Fitness Perfect Rip Deck,Standard Class,2,5,2016,20
TRANSFER,4,Cleats,Cincinnati,EE. UU.,Consumer,OH,Apparel,USCA,Peoria,Estados Unidos,0.07,3,179.9700012,West of USA ,Arizona,Perfect Fitness Perfect Rip Deck,Standard Class,3,5,2016,18
TRANSFER,4,Cleats,Germantown,EE. UU.,Consumer,MD,Apparel,USCA,Cincinnati,Estados Unidos,0.119999997,3,179.9700012,East of USA,Ohio,Perfect Fitness Perfect Rip Deck,Standard Class,3,4,2016,16
TRANSFER,4,Shop By Sport,Carrollton,EE. UU.,Consumer,TX,Golf,USCA,Columbus,Estados Unidos,0.01,3,119.9700012,US Center ,Indiana,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,4,7,2016,26
TRANSFER,4,Girls' Apparel,Germantown,EE. UU.,Consumer,MD,Golf,USCA,Cincinnati,Estados Unidos,0.02,3,75.0,East of USA,Ohio,adidas Men's Germany Black Crest Away Tee,Standard Class,3,4,2016,16
TRANSFER,4,Women's Apparel,Houston,EE. UU.,Consumer,TX,Golf,USCA,Ottawa,Canada,0.119999997,3,150.0,Canada,Ontario,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,5,12,2016,50
TRANSFER,4,Women's Apparel,Freeport,EE. UU.,Consumer,NY,Golf,USCA,Houston,Estados Unidos,0.119999997,3,150.0,US Center ,Texas,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,6,5,2016,18
TRANSFER,4,Women's Apparel,Houston,EE. UU.,Consumer,TX,Golf,USCA,Ottawa,Canada,0.129999995,3,150.0,Canada,Ontario,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,5,12,2016,50
TRANSFER,4,Shop By Sport,Carlisle,EE. UU.,Consumer,PA,Golf,USCA,Kitchener,Canada,0.170000002,3,119.9700012,Canada,Ontario,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,1,8,2016,35
TRANSFER,4,Shop By Sport,Los Angeles,EE. UU.,Consumer,CA,Golf,USCA,Philadelphia,Estados Unidos,0.170000002,3,119.9700012,East of USA,Pensilvania,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2,7,2016,30
TRANSFER,4,Accessories,Ewa Beach,EE. UU.,Consumer,HI,Outdoors,USCA,Des Plaines,Estados Unidos,0.01,3,74.97000122,US Center ,Illinois,Team Golf Pittsburgh Steelers Putter Grip,Standard Class,6,7,2016,28
TRANSFER,4,Trade-In,Lakewood,EE. UU.,Consumer,NJ,Outdoors,USCA,Elmhurst,Estados Unidos,0.159999996,3,47.97000122,US Center ,Illinois,Glove It Urban Brick Golf Towel,Standard Class,2,7,2016,27
TRANSFER,4,Cleats,Rome,EE. UU.,Consumer,NY,Apparel,Africa,Antananarivo,Madagascar,0.050000001,4,239.9600067,East Africa,Analamanga,Perfect Fitness Perfect Rip Deck,Standard Class,4,9,2016,36
TRANSFER,4,Cleats,Vista,EE. UU.,Consumer,CA,Apparel,Africa,Algiers,Argelia,0.150000006,4,239.9600067,North Africa,Alger,Perfect Fitness Perfect Rip Deck,Standard Class,4,8,2016,34
TRANSFER,4,Women's Apparel,Fort Worth,EE. UU.,Consumer,TX,Golf,Africa,Monrovia,Liberia,0.0,4,200.0,West Africa,Montserrado,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,0,1,2017,3
TRANSFER,4,Shop By Sport,Fort Worth,EE. UU.,Consumer,TX,Golf,Africa,Monrovia,Liberia,0.02,4,159.9600067,West Africa,Montserrado,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,0,1,2017,3
TRANSFER,4,Women's Apparel,Fond Du Lac,EE. UU.,Consumer,WI,Golf,Africa,Jartum,Sudán,0.059999999,4,200.0,North Africa,Jartum,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2,9,2016,39
TRANSFER,4,Accessories,Philadelphia,EE. UU.,Consumer,PA,Outdoors,Africa,Gagnoa,Costa de Marfil,0.200000003,4,99.95999908,West Africa,Fromager,Team Golf Texas Longhorns Putter Grip,Standard Class,5,9,2016,35
TRANSFER,4,Cardio Equipment,Ontario,EE. UU.,Consumer,CA,Footwear,Africa,Livingstone,Zambia,0.090000004,4,399.9599915,East Africa,Meridional,Nike Men's Free 5.0+ Running Shoe,Standard Class,4,9,2016,37
TRANSFER,4,Cleats,Oviedo,EE. UU.,Consumer,FL,Apparel,Africa,Fes,Marruecos,0.0,4,239.9600067,North Africa,Fez-Bulmán,Perfect Fitness Perfect Rip Deck,Standard Class,3,10,2016,42
TRANSFER,4,Cleats,Buffalo,EE. UU.,Consumer,NY,Apparel,Africa,Cairo,Egipto,0.039999999,4,239.9600067,North Africa,El Cairo,Perfect Fitness Perfect Rip Deck,Standard Class,5,1,2017,1
TRANSFER,4,Cleats,Honolulu,EE. UU.,Consumer,HI,Apparel,Africa,Dakar,Senegal,0.050000001,4,239.9600067,West Africa,Dakar,Perfect Fitness Perfect Rip Deck,Standard Class,0,10,2016,41
TRANSFER,4,Cleats,Oceanside,EE. UU.,Consumer,CA,Apparel,Africa,Hurghada,Egipto,0.059999999,4,239.9600067,North Africa,Al Bahr al Ahmar,Perfect Fitness Perfect Rip Deck,Standard Class,1,9,2016,36
TRANSFER,4,Cleats,North Tonawanda,EE. UU.,Consumer,NY,Apparel,Africa,Kenitra,Marruecos,0.129999995,4,239.9600067,North Africa,Garb-Chrarda-Beni Hsen,Perfect Fitness Perfect Rip Deck,Standard Class,4,1,2017,1
TRANSFER,4,Women's Apparel,Clovis,EE. UU.,Consumer,CA,Golf,Africa,Abidjan,Costa de Marfil,0.0,4,200.0,West Africa,Lagunes,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2,12,2016,52
TRANSFER,4,Women's Apparel,Jamaica,EE. UU.,Consumer,NY,Golf,Africa,Hurghada,Egipto,0.01,4,200.0,North Africa,Al Bahr al Ahmar,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,3,8,2016,34
TRANSFER,4,Shop By Sport,Granite City,EE. UU.,Consumer,IL,Golf,Africa,Niamey,Níger,0.029999999,4,159.9600067,West Africa,Niamey,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,0,9,2016,36
TRANSFER,4,Shop By Sport,Medford,EE. UU.,Consumer,MA,Golf,Africa,Sale,Marruecos,0.059999999,4,159.9600067,North Africa,Rabat-Salé-Zemur-Zaer,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,0,11,2016,48
TRANSFER,4,Girls' Apparel,Pomona,EE. UU.,Consumer,CA,Golf,Africa,Pretoria,SudAfrica,0.07,4,120.0,Southern Africa,Gauteng,Nike Men's Deutschland Weltmeister Winners Bl,Standard Class,4,9,2016,35
TRANSFER,4,Women's Apparel,Tempe,EE. UU.,Consumer,AZ,Golf,Africa,Marrakech,Marruecos,0.150000006,4,200.0,North Africa,Marrakech-Tensift-Al Hauz,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,5,11,2016,46
TRANSFER,4,Women's Apparel,Santa Ana,EE. UU.,Consumer,CA,Golf,Africa,Bur Sudan,Sudán,0.200000003,4,200.0,North Africa,Mar Rojo,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2,9,2016,37
TRANSFER,4,Women's Apparel,York,EE. UU.,Consumer,PA,Golf,Africa,Lagos,Nigeria,0.25,4,200.0,West Africa,Lagos,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,5,11,2016,44
TRANSFER,4,Accessories,Aurora,EE. UU.,Consumer,CO,Outdoors,Africa,Lagos,Nigeria,0.059999999,4,99.95999908,West Africa,Lagos,Team Golf St. Louis Cardinals Putter Grip,Standard Class,3,12,2016,49
TRANSFER,4,Cardio Equipment,Simi Valley,EE. UU.,Consumer,CA,Footwear,Africa,Quelimane,Mozambique,0.01,4,399.9599915,East Africa,Zambezia,Nike Men's Free 5.0+ Running Shoe,Standard Class,5,1,2017,2
TRANSFER,4,Cardio Equipment,Silver Spring,EE. UU.,Consumer,MD,Footwear,Africa,Port Elizabeth,SudAfrica,0.02,4,399.9599915,Southern Africa,Cabo Oriental,Nike Men's Free 5.0+ Running Shoe,Standard Class,5,11,2016,44
TRANSFER,4,Cardio Equipment,Saint Paul,EE. UU.,Consumer,MN,Footwear,Africa,Shinyanga,Tanzania,0.050000001,4,399.9599915,East Africa,Shinyanga,Nike Men's Free 5.0+ Running Shoe,Standard Class,5,9,2016,37
TRANSFER,4,Cardio Equipment,San Antonio,EE. UU.,Consumer,TX,Footwear,Africa,Kismaayo,Somalia,0.090000004,4,399.9599915,East Africa,Jubbada Hoose,Nike Men's Free 5.0+ Running Shoe,Standard Class,0,11,2016,46
TRANSFER,4,Cardio Equipment,Philadelphia,EE. UU.,Consumer,PA,Footwear,Africa,Butare,Ruanda,0.100000001,4,399.9599915,East Africa,Meridional,Nike Men's Free 5.0+ Running Shoe,Standard Class,6,12,2016,49
TRANSFER,4,Cardio Equipment,Philadelphia,EE. UU.,Consumer,PA,Footwear,Africa,Butare,Ruanda,0.119999997,4,399.9599915,East Africa,Meridional,Nike Men's Free 5.0+ Running Shoe,Standard Class,6,12,2016,49
TRANSFER,4,Cardio Equipment,Philadelphia,EE. UU.,Consumer,PA,Footwear,Africa,Cairo,Egipto,0.119999997,4,399.9599915,North Africa,El Cairo,Nike Men's Free 5.0+ Running Shoe,Standard Class,1,11,2016,45
TRANSFER,4,Cardio Equipment,Bronx,EE. UU.,Consumer,NY,Footwear,Africa,Newcastle,SudAfrica,0.150000006,4,399.9599915,Southern Africa,KwaZulu-Natal,Nike Men's Free 5.0+ Running Shoe,Standard Class,1,11,2016,47
DEBIT,4,Men's Footwear,Greenville,EE. UU.,Corporate,NC,Apparel,Pacific Asia,Estambul,Turquía,0.039999999,1,129.9900055,West Asia,Estambul,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2,8,2016,35
DEBIT,4,Men's Footwear,Morristown,EE. UU.,Corporate,NJ,Apparel,Pacific Asia,Jerusalén,Israel,0.039999999,1,129.9900055,West Asia,Jerusalén,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,5,9,2016,35
DEBIT,4,Cleats,San Diego,EE. UU.,Corporate,CA,Apparel,Pacific Asia,Gold Coast,Australia,0.050000001,1,59.99000168,Oceania,Queensland,Perfect Fitness Perfect Rip Deck,Standard Class,1,2,2016,7
DEBIT,4,Men's Footwear,Oxnard,EE. UU.,Corporate,CA,Apparel,Pacific Asia,Newcastle,Australia,0.050000001,1,129.9900055,Oceania,Nueva Gales del Sur,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,3,12,2015,53
